"Arquivo","Linha","Tipo","Trecho"
"\src\components\sections\Depoimentos.jsx","16","SEM_ACENTO (titulo)","aria-labelledby=""depoimentos-titulo"""
"\src\components\sections\Depoimentos.jsx","24","SEM_ACENTO (titulo)","id=""depoimentos-titulo"""
"\src\components\sections\Depoimentos.jsx","25","SEM_ACENTO (titulo)","className=""font-titulo text-3xl md:text-4xl text-branco-gelo leading-tight mt-4"""
"\src\components\sections\DepoimentosSwiper.jsx","31","SEM_ACENTO (titulo)","<p className=""font-titulo text-xl md:text-2xl text-branco-gelo leading-relaxed italic"">"
"\src\components\sections\Faq.jsx","6","SEM_ACENTO (publicado)","where: { publicado: true },"
"\src\components\sections\Faq.jsx","29","SEM_ACENTO (titulo)","aria-labelledby=""faq-titulo"""
"\src\components\sections\Faq.jsx","41","SEM_ACENTO (titulo)","id=""faq-titulo"""
"\src\components\sections\Faq.jsx","42","SEM_ACENTO (titulo)","className=""font-titulo text-3xl md:text-4xl text-preto-fosco leading-tight mt-4"""
"\src\components\sections\FaqAccordion.jsx","19","SEM_ACENTO (titulo)","<span className=""font-titulo text-lg text-preto-fosco"">"
"\src\components\sections\Portfolio.jsx","3","SEM_ACENTO (portfolio)","export default async function Portfolio() {"
"\src\components\sections\Portfolio.jsx","5","SEM_ACENTO (publicado)","where: { publicado: true },"
"\src\components\sections\Portfolio.jsx","10","SEM_ACENTO (portfolio)","id=""portfolio"""
"\src\components\sections\Portfolio.jsx","12","SEM_ACENTO (portfolio)","aria-labelledby=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","12","SEM_ACENTO (titulo)","aria-labelledby=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","17","SEM_ACENTO (portfolio)","Portfolio"
"\src\components\sections\Portfolio.jsx","20","SEM_ACENTO (portfolio)","id=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","20","SEM_ACENTO (titulo)","id=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","21","SEM_ACENTO (titulo)","className=""font-titulo text-3xl md:text-4xl text-preto-fosco leading-tight mt-4"""
"\src\components\sections\PortfolioGaleria.jsx","9","SEM_ACENTO (categoria)","const unicas = Array.from(new Set(projetos.map((p) => p.categoria)));"
"\src\components\sections\PortfolioGaleria.jsx","16","SEM_ACENTO (categoria)",": projetos.filter((p) => p.categoria === categoriaAtiva);"
"\src\components\sections\PortfolioGaleria.jsx","20","SEM_ACENTO (projeto)","Nenhum projeto publicado no momento."
"\src\components\sections\PortfolioGaleria.jsx","20","SEM_ACENTO (publicado)","Nenhum projeto publicado no momento."
"\src\components\sections\PortfolioGaleria.jsx","28","SEM_ACENTO (categoria)","{categorias.map((categoria) => {"
"\src\components\sections\PortfolioGaleria.jsx","29","SEM_ACENTO (categoria)","const ativo = categoria === categoriaAtiva;"
"\src\components\sections\PortfolioGaleria.jsx","32","SEM_ACENTO (categoria)","key={categoria}"
"\src\components\sections\PortfolioGaleria.jsx","34","SEM_ACENTO (categoria)","onClick={() => setCategoriaAtiva(categoria)}"
"\src\components\sections\PortfolioGaleria.jsx","41","SEM_ACENTO (categoria)","{categoria}"
"\src\components\sections\PortfolioGaleria.jsx","48","SEM_ACENTO (projeto)","{projetosFiltrados.map((projeto) => ("
"\src\components\sections\PortfolioGaleria.jsx","50","SEM_ACENTO (projeto)","key={projeto.id}"
"\src\components\sections\PortfolioGaleria.jsx","51","SEM_ACENTO (portfolio)","href={`/portfolio/${projeto.slug}`}"
"\src\components\sections\PortfolioGaleria.jsx","51","SEM_ACENTO (projeto)","href={`/portfolio/${projeto.slug}`}"
"\src\components\sections\PortfolioGaleria.jsx","54","SEM_ACENTO (projeto)","{imagemValida(projeto.imagemCapa) ? ("
"\src\components\sections\PortfolioGaleria.jsx","56","SEM_ACENTO (projeto)","src={projeto.imagemCapa}"
"\src\components\sections\PortfolioGaleria.jsx","57","SEM_ACENTO (titulo)","alt={projeto.titulo}"
"\src\components\sections\PortfolioGaleria.jsx","57","SEM_ACENTO (projeto)","alt={projeto.titulo}"
"\src\components\sections\PortfolioGaleria.jsx","72","SEM_ACENTO (projeto)","{projeto.categoria}"
"\src\components\sections\PortfolioGaleria.jsx","72","SEM_ACENTO (categoria)","{projeto.categoria}"
"\src\components\sections\PortfolioGaleria.jsx","74","SEM_ACENTO (titulo)","<h3 className=""font-titulo text-lg text-branco-gelo mt-1"">"
"\src\components\sections\PortfolioGaleria.jsx","75","SEM_ACENTO (titulo)","{projeto.titulo}"
"\src\components\sections\PortfolioGaleria.jsx","75","SEM_ACENTO (projeto)","{projeto.titulo}"
"\src\components\sections\Processo.jsx","4","SEM_ACENTO (titulo)","titulo: ""Consultoria"","
"\src\components\sections\Processo.jsx","4","SEM_ACENTO (consultoria)","titulo: ""Consultoria"","
"\src\components\sections\Processo.jsx","5","SEM_ACENTO (descricao)","descricao:"
"\src\components\sections\Processo.jsx","6","SEM_ACENTO (espaco)","""Entendemos seu estilo, necessidades e espaco em uma conversa inicial sem compromisso."","
"\src\components\sections\Processo.jsx","10","SEM_ACENTO (titulo)","titulo: ""Projeto"","
"\src\components\sections\Processo.jsx","10","SEM_ACENTO (projeto)","titulo: ""Projeto"","
"\src\components\sections\Processo.jsx","11","SEM_ACENTO (descricao)","descricao:"
"\src\components\sections\Processo.jsx","12","SEM_ACENTO (projeto)","""Nossa equipe de design desenvolve o projeto personalizado para o seu ambiente."","
"\src\components\sections\Processo.jsx","12","SEM_ACENTO (ambiente)","""Nossa equipe de design desenvolve o projeto personalizado para o seu ambiente."","
"\src\components\sections\Processo.jsx","16","SEM_ACENTO (aprovacao)","titulo: ""Aprovacao"","
"\src\components\sections\Processo.jsx","16","SEM_ACENTO (titulo)","titulo: ""Aprovacao"","
"\src\components\sections\Processo.jsx","17","SEM_ACENTO (descricao)","descricao:"
"\src\components\sections\Processo.jsx","18","SEM_ACENTO (voce)","""Voce revisa cada detalhe, ajusta o quanto quiser, e aprova a versao final."","
"\src\components\sections\Processo.jsx","22","SEM_ACENTO (producao)","titulo: ""Producao"","
"\src\components\sections\Processo.jsx","22","SEM_ACENTO (titulo)","titulo: ""Producao"","
"\src\components\sections\Processo.jsx","23","SEM_ACENTO (descricao)","descricao:"
"\src\components\sections\Processo.jsx","24","SEM_ACENTO (premium)","""Fabricamos com materiais premium e ferragens de primeira linha em nossa marcenaria."","
"\src\components\sections\Processo.jsx","24","SEM_ACENTO (ferragens)","""Fabricamos com materiais premium e ferragens de primeira linha em nossa marcenaria."","
"\src\components\sections\Processo.jsx","24","SEM_ACENTO (materiais)","""Fabricamos com materiais premium e ferragens de primeira linha em nossa marcenaria."","
"\src\components\sections\Processo.jsx","28","SEM_ACENTO (instalacao)","titulo: ""Instalacao"","
"\src\components\sections\Processo.jsx","28","SEM_ACENTO (titulo)","titulo: ""Instalacao"","
"\src\components\sections\Processo.jsx","29","SEM_ACENTO (descricao)","descricao:"
"\src\components\sections\Processo.jsx","30","SEM_ACENTO (instalacao)","""Equipe especializada realiza a instalacao com precisao e cuidado no seu espaco."","
"\src\components\sections\Processo.jsx","30","SEM_ACENTO (espaco)","""Equipe especializada realiza a instalacao com precisao e cuidado no seu espaco."","
"\src\components\sections\Processo.jsx","34","SEM_ACENTO (titulo)","titulo: ""Entrega"","
"\src\components\sections\Processo.jsx","35","SEM_ACENTO (descricao)","descricao:"
"\src\components\sections\Processo.jsx","36","SEM_ACENTO (voce)","""Voce recebe o ambiente pronto, com garantia e suporte pos-venda."","
"\src\components\sections\Processo.jsx","36","SEM_ACENTO (garantia)","""Voce recebe o ambiente pronto, com garantia e suporte pos-venda."","
"\src\components\sections\Processo.jsx","36","SEM_ACENTO (ambiente)","""Voce recebe o ambiente pronto, com garantia e suporte pos-venda."","
"\src\components\sections\Processo.jsx","45","SEM_ACENTO (titulo)","aria-labelledby=""processo-titulo"""
"\src\components\sections\Processo.jsx","53","SEM_ACENTO (titulo)","id=""processo-titulo"""
"\src\components\sections\Processo.jsx","54","SEM_ACENTO (titulo)","className=""font-titulo text-3xl md:text-4xl text-branco-gelo leading-tight mt-4"""
"\src\components\sections\Processo.jsx","63","SEM_ACENTO (titulo)","<span className=""font-titulo text-4xl text-dourado/60"">"
"\src\components\sections\Processo.jsx","66","SEM_ACENTO (titulo)","<h3 className=""font-titulo text-xl text-branco-gelo"">"
"\src\components\sections\Processo.jsx","67","SEM_ACENTO (titulo)","{passo.titulo}"
"\src\components\sections\Processo.jsx","70","SEM_ACENTO (descricao)","{passo.descricao}"
"\src\components\sections\Sobre.jsx","9","SEM_ACENTO (titulo)","aria-labelledby=""sobre-titulo"""
"\src\components\sections\Sobre.jsx","32","SEM_ACENTO (titulo)","id=""sobre-titulo"""
"\src\components\sections\Sobre.jsx","33","SEM_ACENTO (titulo)","className=""font-titulo text-3xl md:text-4xl text-preto-fosco leading-tight"""
"\src\components\sections\Sobre.jsx","35","SEM_ACENTO (elegancia)","Onde a precisao encontra a elegancia, criando ambientes para geracoes."
"\src\components\sections\Sobre.jsx","39","SEM_ACENTO (impecavel)","Ha mais de uma decada, a AW Marcenaria transforma projetos em moveis planejados de alto padrao, combinando madeiras nobres, acabamento impecavel e um processo artesanal que valoriza cada detalhe, criando ambientes unicos e atemporais."
"\src\components\sections\Sobre.jsx","39","SEM_ACENTO (moveis)","Ha mais de uma decada, a AW Marcenaria transforma projetos em moveis planejados de alto padrao, combinando madeiras nobres, acabamento impecavel e um processo artesanal que valoriza cada detalhe, criando ambientes unicos e atemporais."
"\src\components\sections\Sobre.jsx","39","SEM_ACENTO (artesanal)","Ha mais de uma decada, a AW Marcenaria transforma projetos em moveis planejados de alto padrao, combinando madeiras nobres, acabamento impecavel e um processo artesanal que valoriza cada detalhe, criando ambientes unicos e atemporais."
"\src\components\sections\Sobre.jsx","39","SEM_ACENTO (padrao)","Ha mais de uma decada, a AW Marcenaria transforma projetos em moveis planejados de alto padrao, combinando madeiras nobres, acabamento impecavel e um processo artesanal que valoriza cada detalhe, criando ambientes unicos e atemporais."
"\src\components\sections\Sobre.jsx","39","SEM_ACENTO (acabamento)","Ha mais de uma decada, a AW Marcenaria transforma projetos em moveis planejados de alto padrao, combinando madeiras nobres, acabamento impecavel e um processo artesanal que valoriza cada detalhe, criando ambientes unicos e atemporais."
"\src\components\sections\Sobre.jsx","43","SEM_ACENTO (sao)","Do primeiro esboco a instalacao final, cada projeto e desenvolvido sob medida, unindo precisao, sofisticacao e excelencia artesanal. O resultado sao ambientes funcionais, duraveis e com uma estetica atemporal, criados para valorizar cada espaco e refletir a personalidade de seus clientes."
"\src\components\sections\Sobre.jsx","43","SEM_ACENTO (instalacao)","Do primeiro esboco a instalacao final, cada projeto e desenvolvido sob medida, unindo precisao, sofisticacao e excelencia artesanal. O resultado sao ambientes funcionais, duraveis e com uma estetica atemporal, criados para valorizar cada espaco e refletir a personalidade de seus clientes."
"\src\components\sections\Sobre.jsx","43","SEM_ACENTO (espaco)","Do primeiro esboco a instalacao final, cada projeto e desenvolvido sob medida, unindo precisao, sofisticacao e excelencia artesanal. O resultado sao ambientes funcionais, duraveis e com uma estetica atemporal, criados para valorizar cada espaco e refletir a personalidade de seus clientes."
"\src\components\sections\Sobre.jsx","43","SEM_ACENTO (sofisticacao)","Do primeiro esboco a instalacao final, cada projeto e desenvolvido sob medida, unindo precisao, sofisticacao e excelencia artesanal. O resultado sao ambientes funcionais, duraveis e com uma estetica atemporal, criados para valorizar cada espaco e refletir a personalidade de seus clientes."
"\src\components\sections\Sobre.jsx","43","SEM_ACENTO (projeto)","Do primeiro esboco a instalacao final, cada projeto e desenvolvido sob medida, unindo precisao, sofisticacao e excelencia artesanal. O resultado sao ambientes funcionais, duraveis e com uma estetica atemporal, criados para valorizar cada espaco e refletir a personalidade de seus clientes."
"\src\components\sections\Sobre.jsx","43","SEM_ACENTO (artesanal)","Do primeiro esboco a instalacao final, cada projeto e desenvolvido sob medida, unindo precisao, sofisticacao e excelencia artesanal. O resultado sao ambientes funcionais, duraveis e com uma estetica atemporal, criados para valorizar cada espaco e refletir a personalidade de seus clientes."
"\src\components\sections\Sobre.jsx","43","SEM_ACENTO (clientes)","Do primeiro esboco a instalacao final, cada projeto e desenvolvido sob medida, unindo precisao, sofisticacao e excelencia artesanal. O resultado sao ambientes funcionais, duraveis e com uma estetica atemporal, criados para valorizar cada espaco e refletir a personalidade de seus clientes."
"\src\components\site\Hero.jsx","9","SEM_ACENTO (titulo)","function HeroConteudo({ titulo, subtitulo, linkBotao, textoBotao }) {"
"\src\components\site\Hero.jsx","13","SEM_ACENTO (moveis)","Marcenaria e Moveis Planejados"
"\src\components\site\Hero.jsx","15","SEM_ACENTO (titulo)","<h1 className=""font-titulo text-4xl md:text-6xl text-branco-gelo leading-tight mb-6"">"
"\src\components\site\Hero.jsx","16","SEM_ACENTO (titulo)","{titulo}"
"\src\components\site\Hero.jsx","28","SEM_ACENTO (projeto)","{textoBotao || ""Solicite um Projeto""}"
"\src\components\site\Hero.jsx","34","SEM_ACENTO (conheca)","Conheca nossos ambientes"
"\src\components\site\Hero.jsx","48","SEM_ACENTO (titulo)","titulo={"
"\src\components\site\Hero.jsx","51","SEM_ACENTO (voce)","<span className=""block text-dourado"">quem voce e</span>"
"\src\components\site\Hero.jsx","54","SEM_ACENTO (instalacao)","subtitulo=""Projetos exclusivos de marcenaria planejada: do conceito a instalacao, com acabamento impecavel e atendimento personalizado do inicio ao fim."""
"\src\components\site\Hero.jsx","54","SEM_ACENTO (impecavel)","subtitulo=""Projetos exclusivos de marcenaria planejada: do conceito a instalacao, com acabamento impecavel e atendimento personalizado do inicio ao fim."""
"\src\components\site\Hero.jsx","54","SEM_ACENTO (inicio)","subtitulo=""Projetos exclusivos de marcenaria planejada: do conceito a instalacao, com acabamento impecavel e atendimento personalizado do inicio ao fim."""
"\src\components\site\Hero.jsx","54","SEM_ACENTO (atendimento)","subtitulo=""Projetos exclusivos de marcenaria planejada: do conceito a instalacao, com acabamento impecavel e atendimento personalizado do inicio ao fim."""
"\src\components\site\Hero.jsx","54","SEM_ACENTO (acabamento)","subtitulo=""Projetos exclusivos de marcenaria planejada: do conceito a instalacao, com acabamento impecavel e atendimento personalizado do inicio ao fim."""
"\src\components\site\Hero.jsx","56","SEM_ACENTO (projeto)","textoBotao=""Solicite um Projeto"""
"\src\components\site\Hero.jsx","81","SEM_ACENTO (titulo)","titulo={banner.titulo}"
"\src\components\Footer.jsx","6","SEM_ACENTO (portfolio)","{ nome: ""Portfolio"", href: ""/#portfolio"" },"
"\src\components\Footer.jsx","21","SEM_ACENTO (descricao)","{/* Logo e descricao */}"
"\src\components\Footer.jsx","26","SEM_ACENTO (moveis)","alt=""AW Marcenaria e Moveis Planejados"""
"\src\components\Footer.jsx","31","SEM_ACENTO (titulo)","<span className=""font-titulo text-branco-gelo text-base"">"
"\src\components\Footer.jsx","36","SEM_ACENTO (moveis)","Marcenaria e moveis planejados de alto padrao. Design,"
"\src\components\Footer.jsx","36","SEM_ACENTO (padrao)","Marcenaria e moveis planejados de alto padrao. Design,"
"\src\components\Footer.jsx","37","SEM_ACENTO (projeto)","qualidade e exclusividade em cada projeto."
"\src\components\Footer.jsx","37","SEM_ACENTO (qualidade)","qualidade e exclusividade em cada projeto."
"\src\components\Footer.jsx","65","SEM_ACENTO (formulario)","Preencha o formulario ou chame no WhatsApp para solicitar seu"
"\src\components\Footer.jsx","66","SEM_ACENTO (projeto)","projeto sob medida."
"\src\components\Footer.jsx","74","SEM_ACENTO (moveis)","&copy; {anoAtual} AW Marcenaria e Moveis Planejados. Todos os direitos"
"\src\components\Header.jsx","9","SEM_ACENTO (portfolio)","{ nome: ""Portfolio"", href: ""/#portfolio"" },"
"\src\components\Header.jsx","12","SEM_ACENTO (pagina)","{ nome: ""Blog"", href: ""/blog"", pagina: true },"
"\src\components\Header.jsx","38","SEM_ACENTO (moveis)","alt=""AW Marcenaria e Moveis Planejados"""
"\src\components\Header.jsx","44","SEM_ACENTO (titulo)","<span className=""font-titulo text-branco-gelo text-lg tracking-wide hidden sm:inline"">"
"\src\components\Header.jsx","51","SEM_ACENTO (pagina)","link.pagina ? ("
"\src\components\Header.jsx","70","SEM_ACENTO (botao)","{/* Botao menu mobile */}"
"\src\components\Header.jsx","99","SEM_ACENTO (pagina)","link.pagina ? ("
"\src\lib\auth.js","24","SEM_ACENTO (usuario)","const usuario = await prisma.usuario.findUnique({"
"\src\lib\auth.js","27","SEM_ACENTO (usuario)","if (!usuario || !usuario.ativo) return null;"
"\src\lib\auth.js","31","SEM_ACENTO (usuario)","usuario.senhaHash"
"\src\lib\auth.js","36","SEM_ACENTO (usuario)","id: usuario.id,"
"\src\lib\auth.js","37","SEM_ACENTO (usuario)","name: usuario.nome,"
"\src\lib\auth.js","38","SEM_ACENTO (usuario)","email: usuario.email,"
"\src\lib\auth.js","39","SEM_ACENTO (usuario)","papel: usuario.papel,"
"\src\lib\images.js","9","SEM_ACENTO (ambiente)","* @param {string} publicId - ex: ""aw-marcenaria/sobre/ambiente-01"""
